,job_id,load_info_delay,placement_info_delay,req_inter_arrival_delay,workflow_type,scheduler_type,slowdown,response_time,num_activation_dags
0,0,0,0,5,0,hashtask,13.63633805144717,249.54498634148322,15782
1,1,0,0,5,2,hashtask,93.23037569120368,1072.1493204488422,15782
2,2,0,0,5,3,hashtask,52.68586173617394,2376.132364301445,15782
3,3,0,0,5,1,hashtask,204.08323975132777,6122.497192539833,15782
4,4,0,0,5,0,hashtask,13.745239077674864,251.53787512145,15782
5,5,0,0,5,3,hashtask,46.07247011916274,2077.8684023742394,15782
6,6,0,0,5,0,hashtask,16.72461000386644,306.0603630707559,15782
7,7,0,0,5,2,hashtask,77.10646969717529,886.7244015175158,15782
8,8,0,0,5,0,hashtask,14.584362847757294,266.8938401139585,15782
9,9,0,0,5,0,hashtask,13.63633805144717,249.54498634148322,15782
10,10,0,0,5,3,hashtask,40.083168236428946,1807.7508874629455,15782
11,11,0,0,5,2,hashtask,84.6442428291725,973.4087925354837,15782
12,12,0,0,5,0,hashtask,14.84412731339528,271.64752983513364,15782
13,13,0,0,5,1,hashtask,356.31049755637986,10689.314926691395,15782
14,14,0,0,5,2,hashtask,69.10107673848236,794.6623824925472,15782
15,15,0,0,5,2,hashtask,94.28595664785632,1084.2885014503477,15782
16,16,0,0,5,3,hashtask,45.918709344974395,2070.9337914583452,15782
17,17,0,0,5,0,hashtask,13.636338051447172,249.54498634148325,15782
18,18,0,0,5,3,hashtask,48.20181054826355,2173.9016557266864,15782
19,19,0,0,5,3,hashtask,47.983884901146055,2164.0732090416873,15782
20,20,0,0,5,2,hashtask,68.42365584712141,786.8720422418962,15782
21,21,0,0,5,3,hashtask,36.64608322384686,1652.7383533954935,15782
22,22,0,0,5,3,hashtask,52.455700632630254,2365.7520985316246,15782
23,23,0,0,5,1,hashtask,319.98317527253533,9599.49525817606,15782
24,24,0,0,5,2,hashtask,68.46511994783472,787.3488794000992,15782
25,25,0,0,5,3,hashtask,42.07548628310512,1897.6044313680409,15782
26,26,0,0,5,1,hashtask,376.5466976881227,11296.400930643682,15782
27,27,0,0,5,0,hashtask,13.636338051447169,249.5449863414832,15782
28,28,0,0,5,3,hashtask,48.739415770026056,2198.147651228175,15782
29,29,0,0,5,3,hashtask,64.13434674518335,2892.4590382077695,15782
30,30,0,0,5,1,hashtask,281.70732958264756,8451.219887479427,15782
31,31,0,0,5,2,hashtask,68.63531801994134,789.3061572293253,15782
32,32,0,0,5,1,hashtask,409.96838871690306,12299.051661507092,15782
33,33,0,0,5,2,hashtask,69.10107673848236,794.6623824925472,15782
34,34,0,0,5,0,hashtask,14.570502280264897,266.64019172884764,15782
35,35,0,0,5,1,hashtask,231.68702631025377,6950.610789307613,15782
36,36,0,0,5,1,hashtask,359.75997271881914,10792.799181564575,15782
37,37,0,0,5,0,hashtask,14.275671789717268,261.244793751826,15782
38,38,0,0,5,2,hashtask,84.89550351376765,976.2982904083281,15782
39,39,0,0,5,0,hashtask,12.828284129346697,234.75759956704456,15782
40,40,0,0,5,3,hashtask,43.06850325255934,1942.389496690426,15782
41,41,0,0,5,2,hashtask,72.67726414495063,835.7885376669321,15782
42,42,0,0,5,3,hashtask,52.06123103167289,2347.9615195284473,15782
43,43,0,0,5,0,hashtask,13.881899011104592,254.03875190321403,15782
44,44,0,0,5,0,hashtask,11.446853216661413,209.47741386490387,15782
45,45,0,0,5,2,hashtask,85.99992478663566,988.9991350463101,15782
46,46,0,0,5,2,hashtask,93.32009074884006,1073.1810436116607,15782
47,47,0,0,5,0,hashtask,11.961038759453464,218.8870092979984,15782
48,48,0,0,5,1,hashtask,371.51218031795656,11145.365409538697,15782
49,49,0,0,5,3,hashtask,46.80418739917911,2110.868851702978,15782
50,50,0,0,5,1,hashtask,375.7505958810804,11272.517876432412,15782
51,51,0,0,5,1,hashtask,330.4574774543842,9913.724323631526,15782
52,52,0,0,5,3,hashtask,51.15669490132792,2307.166940049889,15782
53,53,0,0,5,3,hashtask,33.26050281545379,1500.0486769769661,15782
54,54,0,0,5,1,hashtask,326.19356872684,9785.8070618052,15782
55,55,0,0,5,0,hashtask,12.470366476747682,228.20770652448257,15782
56,56,0,0,5,3,hashtask,57.96332714540615,2614.1460542578175,15782
57,57,0,0,5,1,hashtask,367.22740242189116,11016.822072656734,15782
58,58,0,0,5,3,hashtask,44.43556859807045,2004.0441437729771,15782
59,59,0,0,5,3,hashtask,44.81570677934157,2021.188375748305,15782
60,60,0,0,5,0,hashtask,17.71827306290642,324.2443970511875,15782
61,61,0,0,5,1,hashtask,326.9755272458553,9809.265817375659,15782
62,62,0,0,5,3,hashtask,44.65219967928021,2013.8142055355374,15782
63,63,0,0,5,1,hashtask,471.7838763181596,14153.516289544788,15782
64,64,0,0,5,2,hashtask,83.96807452375329,965.6328570231628,15782
65,65,0,0,5,1,hashtask,351.40731456962635,10542.21943708879,15782
66,66,0,0,5,1,hashtask,337.81286960524125,10134.386088157238,15782
67,67,0,0,5,1,hashtask,280.70046890899226,8421.014067269767,15782
68,68,0,0,5,3,hashtask,58.782520610996784,2651.091679555955,15782
69,69,0,0,5,3,hashtask,49.16092535150816,2217.157733353018,15782
70,70,0,0,5,2,hashtask,80.7902047236547,929.087354322029,15782
71,71,0,0,5,1,hashtask,301.9028676114364,9057.086028343092,15782
72,72,0,0,5,1,hashtask,376.3359351358157,11290.07805407447,15782
