,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown,num_activation_dags
50,5,0,10,centralheft,18.43184509123023,13
51,5,0,10,centralheft,19.212686621203602,13
52,5,0,10,centralheft,23.362039846705557,13
53,5,0,10,centralheft,26.424229884658644,13
54,5,0,10,centralheft,22.572008808636042,13
55,5,0,10,centralheft,18.50683283233957,13
56,5,0,10,centralheft,18.43184509123023,13
57,5,0,10,centralheft,19.216286696969064,13
58,5,0,10,centralheft,18.43184509123023,13
59,5,0,10,centralheft,18.43184509123023,13
60,5,0,10,centralheft,18.43184509123023,13
61,5,0,10,centralheft,27.795199370397654,13
62,5,0,10,centralheft,39.129988742171236,13
63,5,0,10,centralheft,18.43184509123023,13
64,5,0,10,centralheft,18.43184509123023,13
65,5,0,10,centralheft,18.43184509123023,13
66,5,0,10,centralheft,18.43184509123023,13
67,5,0,10,centralheft,27.35857581872017,13
68,5,0,10,centralheft,30.859106941040523,13
69,5,0,10,centralheft,40.15720573024919,13
70,5,0,10,centralheft,24.16858556294801,13
71,5,0,10,centralheft,18.43184509123023,13
72,5,0,10,centralheft,18.57765055026664,13
73,5,0,10,centralheft,21.52118781069055,13
74,5,0,10,centralheft,18.43184509123023,13
75,5,0,10,centralheft,18.43184509123023,13
76,5,0,10,centralheft,18.43184509123023,13
77,5,0,10,centralheft,25.487890553454235,13
78,5,0,10,centralheft,26.659455370670685,13
79,5,0,10,centralheft,18.43184509123023,13
80,5,0,10,centralheft,18.43184509123023,13
81,5,0,10,centralheft,18.43184509123023,13
82,5,0,10,centralheft,18.43184509123023,13
83,5,0,10,centralheft,27.064140202477688,13
84,5,0,10,centralheft,33.31073608524389,13
85,5,0,10,centralheft,42.71672854720987,13
86,5,0,10,centralheft,18.43184509123023,13
87,5,0,10,centralheft,18.43184509123023,13
88,5,0,10,centralheft,18.43184509123023,13
89,5,0,10,centralheft,19.95666785404285,13
90,5,0,10,centralheft,24.38466660304016,13
91,5,0,10,centralheft,25.836692700602498,13
92,5,0,10,centralheft,33.53417018486425,13
93,5,0,10,centralheft,38.41686127189405,13
94,5,0,10,centralheft,23.4285986065172,13
95,5,0,10,centralheft,24.49776824911021,13
96,5,0,10,centralheft,22.57200880863593,13
97,5,0,10,centralheft,19.228377644119064,13
98,5,0,10,centralheft,27.64933614234792,13
99,5,0,10,centralheft,18.431845091230116,13
100,5,0,10,centralheft,22.88840707182794,13
101,5,0,10,centralheft,18.431845091230116,13
102,5,0,10,centralheft,18.431845091230116,13
103,5,0,10,centralheft,18.431845091230116,13
104,5,0,10,centralheft,18.431845091230116,13
105,5,0,10,centralheft,21.968051033442862,13
106,5,0,10,centralheft,18.431845091230116,13
107,5,0,10,centralheft,26.696578621513254,13
108,5,0,10,centralheft,18.431845091230116,13
109,5,0,10,centralheft,27.28445645639499,13
110,5,0,10,centralheft,25.531636164603697,13
111,5,0,10,centralheft,20.157740322458267,13
112,5,0,10,centralheft,25.900351901049817,13
113,5,0,10,centralheft,18.431845091230116,13
114,5,0,10,centralheft,19.05323094608184,13
115,5,0,10,centralheft,18.431845091230116,13
116,5,0,10,centralheft,24.97300361300813,13
117,5,0,10,centralheft,26.952431191389223,13
118,5,0,10,centralheft,26.829323187374257,13
119,5,0,10,centralheft,18.431845091230116,13
120,5,0,10,centralheft,21.490798124992125,13
121,5,0,10,centralheft,29.29935723523772,13
122,5,0,10,centralheft,26.208922143573545,13
123,5,0,10,centralheft,32.312274810286226,13
124,5,0,10,centralheft,36.9759179603418,13
125,5,0,10,centralheft,18.431845091230116,13
126,5,0,10,centralheft,18.431845091230116,13
127,5,0,10,centralheft,26.846374120438668,13
128,5,0,10,centralheft,35.377146543273966,13
129,5,0,10,centralheft,24.606866441911052,13
130,5,0,10,centralheft,26.081346494044965,13
131,5,0,10,centralheft,35.23931231310871,13
132,5,0,10,centralheft,18.431845091230116,13
133,5,0,10,centralheft,24.060544204696726,13
134,5,0,10,centralheft,21.25972922295955,13
135,5,0,10,centralheft,29.236792946658397,13
136,5,0,10,centralheft,37.71358679310947,13
137,5,0,10,centralheft,18.431845091230116,13
138,5,0,10,centralheft,20.016185972223184,13
139,5,0,10,centralheft,21.815417288630442,13
140,5,0,10,centralheft,25.374682338257116,13
141,5,0,10,centralheft,33.82586393461452,13
142,5,0,10,centralheft,38.98240736491084,13
143,5,0,10,centralheft,42.14778114397768,13
144,5,0,10,centralheft,18.431845091230116,13
145,5,0,10,centralheft,18.431845091230116,13
146,5,0,10,centralheft,27.5490159691567,13
147,5,0,10,centralheft,20.149836731494815,13
148,5,0,10,centralheft,27.824450771460306,13
149,5,0,10,centralheft,18.431845091230116,13
150,5,0,10,centralheft,18.431845091230116,13
151,5,0,10,centralheft,22.631816320894586,13
152,5,0,10,centralheft,30.623906191802917,13
153,5,0,10,centralheft,39.786038347811655,13
154,5,0,10,centralheft,18.431845091230116,13
155,5,0,10,centralheft,18.431845091230116,13
156,5,0,10,centralheft,22.483273773225392,13
157,5,0,10,centralheft,31.46414822754832,13
158,5,0,10,centralheft,36.415029676089944,13
159,5,0,10,centralheft,45.74735197263681,13
160,5,0,10,centralheft,52.62405896156133,13
161,5,0,10,centralheft,18.431845091230116,13
162,5,0,10,centralheft,18.431845091230116,13
163,5,0,10,centralheft,22.57200880863593,13
164,5,0,10,centralheft,18.48571961292305,13
165,5,0,10,centralheft,32.13184509123016,13
166,5,0,10,centralheft,18.4920558595727,13
167,5,0,10,centralheft,35.51376087126664,13
168,5,0,10,centralheft,23.838571287907143,13
169,5,0,10,centralheft,27.112597825707326,13
170,5,0,10,centralheft,18.431845091230116,13
171,5,0,10,centralheft,18.431845091230116,13
172,5,0,10,centralheft,18.431845091230116,13
173,5,0,10,centralheft,23.512041262099956,13
174,5,0,10,centralheft,18.431845091230116,13
175,5,0,10,centralheft,25.65968359980684,13
176,5,0,10,centralheft,34.64285456276275,13
177,5,0,10,centralheft,32.13314559319406,13
178,5,0,10,centralheft,18.431845091230116,13
179,5,0,10,centralheft,24.822166988635672,13
180,5,0,10,centralheft,18.431845091230116,13
181,5,0,10,centralheft,18.431845091230116,13
182,5,0,10,centralheft,18.431845091230116,13
183,5,0,10,centralheft,18.431845091230116,13
184,5,0,10,centralheft,19.85204457947202,13
185,5,0,10,centralheft,20.244316402024197,13
186,5,0,10,centralheft,31.828330259042787,13
187,5,0,10,centralheft,29.419573778487802,13
188,5,0,10,centralheft,35.08978596124098,13
189,5,0,10,centralheft,29.013159869944957,13
190,5,0,10,centralheft,18.431845091230116,13
191,5,0,10,centralheft,18.431845091230116,13
192,5,0,10,centralheft,27.040302204369027,13
193,5,0,10,centralheft,40.559578603192904,13
194,5,0,10,centralheft,43.368441398218465,13
195,5,0,10,centralheft,18.43184509122989,13
196,5,0,10,centralheft,18.431845091230116,13
197,5,0,10,centralheft,18.431845091230116,13
198,5,0,10,centralheft,24.771924206851963,13
199,5,0,10,centralheft,18.431845091230116,13
200,5,0,10,centralheft,18.97236401496866,13
201,5,0,10,centralheft,18.431845091230116,13
