,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown,num_activation_dags
50,15,0,10,centralheft,18.43184509123023,8
51,15,0,10,centralheft,19.212686621203602,8
52,15,0,10,centralheft,23.362039846705557,8
53,15,0,10,centralheft,18.43184509123023,8
54,15,0,10,centralheft,22.8230407624485,8
55,15,0,10,centralheft,18.63819222096356,8
56,15,0,10,centralheft,22.572008808636042,8
57,15,0,10,centralheft,18.816286696969087,8
58,15,0,10,centralheft,18.43184509123023,8
59,15,0,10,centralheft,18.43184509123023,8
60,15,0,10,centralheft,18.43184509123023,8
61,15,0,10,centralheft,27.795199370397654,8
62,15,0,10,centralheft,18.43184509123023,8
63,15,0,10,centralheft,21.39353772288348,8
64,15,0,10,centralheft,18.43184509123023,8
65,15,0,10,centralheft,18.43184509123023,8
66,15,0,10,centralheft,25.465845339566954,8
67,15,0,10,centralheft,34.39257606705689,8
68,15,0,10,centralheft,37.89310718937725,8
69,15,0,10,centralheft,47.19120597858591,8
70,15,0,10,centralheft,50.86242209387888,8
71,15,0,10,centralheft,18.43184509123023,8
72,15,0,10,centralheft,23.477650550266617,8
73,15,0,10,centralheft,26.421187810690526,8
74,15,0,10,centralheft,18.43184509123023,8
75,15,0,10,centralheft,18.43184509123023,8
76,15,0,10,centralheft,18.43184509123023,8
77,15,0,10,centralheft,25.487890553454235,8
78,15,0,10,centralheft,26.659455370670685,8
79,15,0,10,centralheft,18.43184509123023,8
80,15,0,10,centralheft,25.479202007608706,8
81,15,0,10,centralheft,18.43184509123023,8
82,15,0,10,centralheft,18.43184509123023,8
83,15,0,10,centralheft,27.064140202477688,8
84,15,0,10,centralheft,33.31073608524389,8
85,15,0,10,centralheft,42.71672854720987,8
86,15,0,10,centralheft,18.372008808635997,8
87,15,0,10,centralheft,18.43184509123023,8
88,15,0,10,centralheft,18.43184509123023,8
89,15,0,10,centralheft,19.95666785404285,8
90,15,0,10,centralheft,24.38466660304016,8
91,15,0,10,centralheft,25.836692700602498,8
92,15,0,10,centralheft,33.53417018486425,8
93,15,0,10,centralheft,38.41686127189405,8
94,15,0,10,centralheft,23.02859860651722,8
95,15,0,10,centralheft,24.09776824911023,8
96,15,0,10,centralheft,26.092518048215652,8
97,15,0,10,centralheft,41.689050601104555,8
98,15,0,10,centralheft,26.5100090993335,8
99,15,0,10,centralheft,18.431845091230116,8
100,15,0,10,centralheft,18.431845091230116,8
101,15,0,10,centralheft,18.431845091230116,8
102,15,0,10,centralheft,18.431845091230116,8
103,15,0,10,centralheft,18.431845091230116,8
104,15,0,10,centralheft,18.431845091230116,8
105,15,0,10,centralheft,21.968051033442862,8
106,15,0,10,centralheft,18.431845091230116,8
107,15,0,10,centralheft,26.696578621513254,8
108,15,0,10,centralheft,21.628392995481363,8
109,15,0,10,centralheft,25.821168078052096,8
110,15,0,10,centralheft,18.431845091230116,8
111,15,0,10,centralheft,23.897904039864216,8
112,15,0,10,centralheft,20.20035190105,8
