,job_id,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,workflow_type,scheduler_type,slowdown,response_time,num_activation_dags
49,49,20,0,5,2,centralheft,76.76441205135866,882.7907385906246,349
50,50,20,0,5,3,centralheft,53.37607556928196,2407.2610081746166,349
51,51,20,0,5,2,centralheft,78.32318834438321,900.716665960407,349
52,52,20,0,5,3,centralheft,53.564955703238454,2415.7795022160544,349
53,53,20,0,5,3,centralheft,53.659670995277835,2420.0511618870305,349
54,54,20,0,5,2,centralheft,107.47909321340435,1236.00957195415,349
55,55,20,0,5,3,centralheft,53.90662350631881,2431.188720134978,349
56,56,20,0,5,0,centralheft,23.553902230990605,431.0364108271281,349
57,57,20,0,5,2,centralheft,107.30826094680256,1234.0450008882294,349
58,58,20,0,5,0,centralheft,23.795735739480765,435.46196403249803,349
59,59,20,0,5,0,centralheft,24.28006022209948,444.3251020644205,349
60,60,20,0,5,3,centralheft,54.04987452805297,2437.649341215189,349
61,61,20,0,5,3,centralheft,54.153656402234134,2442.3299037407596,349
62,62,20,0,5,2,centralheft,106.35962968054102,1223.1357413262217,349
63,63,20,0,5,0,centralheft,24.408368213062086,446.67313829903617,349
64,64,20,0,5,2,centralheft,106.06379718858003,1219.7336676686703,349
65,65,20,0,5,2,centralheft,112.76397791775257,1296.7857460541545,349
66,66,20,0,5,2,centralheft,113.07973120679956,1300.416908878195,349
67,67,20,0,5,2,centralheft,113.43123830188955,1304.4592404717298,349
68,68,20,0,5,0,centralheft,24.775085646420436,453.38406732949403,349
69,69,20,0,5,2,centralheft,67.56346122561035,776.9798040945191,349
70,70,20,0,5,3,centralheft,54.18537591811868,2443.7604539071526,349
71,71,20,0,5,3,centralheft,54.54383059406287,2459.9267597922353,349
72,72,20,0,5,0,centralheft,25.100102811137873,459.3318814438231,349
73,73,20,0,5,3,centralheft,54.680384698843056,2466.085349917822,349
74,74,20,0,5,3,centralheft,55.07061704046719,2483.6848285250703,349
75,75,20,0,5,3,centralheft,55.33937442866008,2495.8057867325697,349
76,76,20,0,5,0,centralheft,25.234324355526237,461.78813570613016,349
77,77,20,0,5,2,centralheft,66.52830229959037,765.0754764452892,349
78,78,20,0,5,0,centralheft,25.479271298006967,466.2706647535275,349
79,79,20,0,5,3,centralheft,51.39536665860691,2317.931036303172,349
80,80,20,0,5,0,centralheft,25.553596724034136,467.6308200498247,349
81,81,20,0,5,2,centralheft,67.65680951112319,778.0533093779167,349
82,82,20,0,5,3,centralheft,53.78837110406513,2425.8555367933373,349
83,83,20,0,5,3,centralheft,54.33130561444001,2450.3418832112447,349
84,84,20,0,5,3,centralheft,55.098867459215626,2484.958922410625,349
85,85,20,0,5,3,centralheft,55.26531017028664,2492.4654886799276,349
86,86,20,0,5,3,centralheft,55.398674062443106,2498.480200216184,349
87,87,20,0,5,0,centralheft,25.622627245535895,468.8940785933069,349
88,88,20,0,5,0,centralheft,26.13984680586878,478.35919654739865,349
89,89,20,0,5,2,centralheft,67.27253009839004,773.6340961314854,349
90,90,20,0,5,0,centralheft,26.463651133918354,484.2848157507059,349
91,91,20,0,5,0,centralheft,26.914151861165394,492.52897905932673,349
92,92,20,0,5,0,centralheft,27.39839219134418,501.3905771015985,349
93,93,20,0,5,2,centralheft,68.23780256755583,784.734729526892,349
94,94,20,0,5,2,centralheft,68.66824439238997,789.6848105124845,349
95,95,20,0,5,2,centralheft,69.34055440244175,797.4163756280802,349
96,96,20,0,5,2,centralheft,69.81461470896689,802.8680691531191,349
97,97,20,0,5,2,centralheft,69.51580632702607,799.4317727607998,349
98,98,20,0,5,0,centralheft,27.135244343614357,496.57497148814275,349
99,99,20,0,5,2,centralheft,69.36035830090475,797.6441204604046,349
100,100,20,0,5,2,centralheft,69.94419113665886,804.3581980715769,349
101,101,20,0,5,0,centralheft,27.5627717544392,504.3987231062374,349
102,102,20,0,5,0,centralheft,27.891045078802684,510.40612494208915,349
103,103,20,0,5,0,centralheft,28.395730574053943,519.6418695051872,349
104,104,20,0,5,2,centralheft,69.53545545362294,799.6577377166639,349
105,105,20,0,5,0,centralheft,28.82561420219319,527.5087399001354,349
106,106,20,0,5,0,centralheft,29.269914597782787,535.639437139425,349
107,107,20,0,5,0,centralheft,29.605359376615123,541.7780765920568,349
108,108,20,0,5,2,centralheft,68.49699417054062,787.7154329612172,349
109,109,20,0,5,0,centralheft,29.732712484199972,544.1086384608595,349
110,110,20,0,5,2,centralheft,74.53476597319631,857.1498086917577,349
111,111,20,0,5,0,centralheft,29.978476487551948,548.6061197222007,349
112,112,20,0,5,0,centralheft,30.471747209188116,557.6329739281425,349
113,113,20,0,5,2,centralheft,74.92457561357125,861.6326195560694,349
114,114,20,0,5,2,centralheft,74.75657113806368,859.7005680877323,349
115,115,20,0,5,2,centralheft,75.49307891779951,868.1704075546944,349
116,116,20,0,5,0,centralheft,30.498073768137214,558.114749956911,349
117,117,20,0,5,2,centralheft,74.51325778784906,856.9024645602642,349
118,118,20,0,5,0,centralheft,30.964848570722154,566.6567288442154,349
119,119,20,0,5,2,centralheft,74.30084096133554,854.4596710553586,349
120,120,20,0,5,2,centralheft,74.23669121636193,853.7219489881622,349
121,121,20,0,5,2,centralheft,69.04045794721324,793.9652663929522,349
122,122,20,0,5,3,centralheft,51.675415485035614,2330.5612383751063,349
123,123,20,0,5,3,centralheft,51.74433706263411,2333.6696015247985,349
124,124,20,0,5,3,centralheft,51.72673587205274,2332.8757878295787,349
125,125,20,0,5,0,centralheft,30.729781953835726,562.3550097551938,349
126,126,20,0,5,2,centralheft,68.51620125279987,787.9363144071986,349
127,127,20,0,5,0,centralheft,31.027559997364005,567.8043479517613,349
128,128,20,0,5,0,centralheft,11.758226968960642,215.17555353197974,349
129,129,20,0,5,2,centralheft,68.99599384173992,793.453929180009,349
130,130,20,0,5,3,centralheft,50.722358480407614,2287.5783674663835,349
131,131,20,0,5,3,centralheft,50.77845088508485,2290.108134917327,349
132,132,20,0,5,3,centralheft,46.77201351798138,2109.4178096609603,349
133,133,20,0,5,0,centralheft,11.655734284481264,213.29993740600713,349
134,134,20,0,5,2,centralheft,68.59322235145798,788.8220570417668,349
135,135,20,0,5,3,centralheft,47.22858704517699,2130.0092757374823,349
136,136,20,0,5,3,centralheft,47.41303336283957,2138.327804664065,349
137,137,20,0,5,2,centralheft,67.93532574627062,781.2562460821122,349
