,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,200.0,0.0,10,centralheft,17.803924627896116,9.465274817558587
1,200.0,0.0,10,centralheft,18.760147463745604,8.860893307200863
2,200.0,0.0,10,centralheft,20.410368074547474,14.270818637739595
3,200.0,0.0,10,centralheft,19.650327348529363,14.614808743802861
4,200.0,0.0,10,centralheft,19.953358141101322,13.206847196782098
5,200.0,0.0,10,centralheft,18.912389596545083,9.728939887924957
6,200.0,0.0,10,centralheft,17.674535982590744,7.725580166240562
7,200.0,0.0,10,centralheft,17.925162461112244,8.412290169045201
8,200.0,0.0,10,centralheft,17.630867258555874,8.01859464721908
9,200.0,0.0,10,centralheft,18.46522891108061,9.452666264648041
10,200.0,0.0,10,centralheft,19.349046459990248,11.195468238018734
11,200.0,0.0,10,centralheft,17.57606768042876,7.875455286459167
12,200.0,0.0,10,centralheft,18.006322774165994,8.515717583275555
13,200.0,0.0,10,centralheft,19.300911927336447,10.805468200231848
14,200.0,0.0,10,centralheft,17.43508578768812,8.07526382827483
15,200.0,0.0,10,centralheft,17.667384879787598,8.220494717904609
16,200.0,0.0,10,centralheft,19.416805027788175,10.238877620712396
17,200.0,0.0,10,centralheft,20.44189780143714,16.30072592201321
18,200.0,0.0,10,centralheft,19.135952710236303,9.998809303284071
19,200.0,0.0,10,centralheft,18.158009506882877,9.444632957704755
20,200.0,0.0,10,centralheft,19.60900541421012,10.57682912216252
21,200.0,0.0,10,centralheft,18.39356909284585,10.69085805297237
22,200.0,0.0,10,centralheft,18.83852064953647,9.85923179554902
23,200.0,0.0,10,centralheft,18.268651936802883,8.656675393485642
24,200.0,0.0,10,centralheft,17.66686503500628,7.7750841657383924
25,200.0,0.0,10,centralheft,17.92020335406773,8.127367934328808
26,200.0,0.0,10,centralheft,18.279056034965162,9.11474574726974
27,200.0,0.0,10,centralheft,18.7311875714642,9.658710907988437
28,200.0,0.0,10,centralheft,18.40393678221299,9.717530853466013
29,200.0,0.0,10,centralheft,18.246261765952855,8.012546672070844
