,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown,num_activation_dags
50,0,0,3,centralheft,206.11791284264243,199
51,0,0,3,centralheft,222.50216530163445,199
52,0,0,3,centralheft,239.89697126928505,199
53,0,0,3,centralheft,256.965628280671,199
54,0,0,3,centralheft,263.53503609725817,199
55,0,0,3,centralheft,271.797532419591,199
56,0,0,3,centralheft,277.92802751498556,199
57,0,0,3,centralheft,286.2833599967072,199
58,0,0,3,centralheft,291.2634539928225,199
59,0,0,3,centralheft,301.3018841953886,199
60,0,0,3,centralheft,317.0430760625401,199
61,0,0,3,centralheft,336.00208234629036,199
62,0,0,3,centralheft,352.0767765256454,199
63,0,0,3,centralheft,74.77878022273345,199
64,0,0,3,centralheft,75.47689536854074,199
65,0,0,3,centralheft,78.66093139736893,199
66,0,0,3,centralheft,76.34285315228013,199
67,0,0,3,centralheft,84.44468771307587,199
68,0,0,3,centralheft,88.18110541206107,199
69,0,0,3,centralheft,88.11046134398583,199
70,0,0,3,centralheft,95.86182617857372,199
71,0,0,3,centralheft,78.6609313973689,199
72,0,0,3,centralheft,82.86093139736894,199
73,0,0,3,centralheft,90.38391887065828,199
74,0,0,3,centralheft,96.38329832427138,199
75,0,0,3,centralheft,113.98512855884792,199
76,0,0,3,centralheft,87.99286061005594,199
77,0,0,3,centralheft,115.24020708700547,199
78,0,0,3,centralheft,111.70151281476464,199
79,0,0,3,centralheft,96.65142218595196,199
80,0,0,3,centralheft,42.674910615309386,199
81,0,0,3,centralheft,25.718163636590987,199
82,0,0,3,centralheft,46.59725017977752,199
83,0,0,3,centralheft,55.83693871315177,199
84,0,0,3,centralheft,35.860917477981616,199
85,0,0,3,centralheft,95.30114665308736,199
86,0,0,3,centralheft,41.63949112506833,199
87,0,0,3,centralheft,190.51414914882548,199
88,0,0,3,centralheft,42.49030179046338,199
89,0,0,3,centralheft,51.06774861930717,199
90,0,0,3,centralheft,59.04614824400636,199
91,0,0,3,centralheft,199.13175607327503,199
92,0,0,3,centralheft,265.0909993185536,199
93,0,0,3,centralheft,73.70580664466252,199
94,0,0,3,centralheft,92.23078212786112,199
95,0,0,3,centralheft,213.2015330206391,199
96,0,0,3,centralheft,247.55200707559243,199
97,0,0,3,centralheft,265.53096684145913,199
98,0,0,3,centralheft,225.8272543909278,199
99,0,0,3,centralheft,269.09418113315377,199
100,0,0,3,centralheft,277.0811497273331,199
101,0,0,3,centralheft,89.78994905140382,199
102,0,0,3,centralheft,30.953645459153734,199
103,0,0,3,centralheft,33.789124586682874,199
104,0,0,3,centralheft,39.87030072815918,199
105,0,0,3,centralheft,47.58116251082305,199
106,0,0,3,centralheft,45.55214212928195,199
107,0,0,3,centralheft,64.18156218836685,199
108,0,0,3,centralheft,50.31110650055729,199
109,0,0,3,centralheft,67.71893902532855,199
110,0,0,3,centralheft,83.34309293779114,199
111,0,0,3,centralheft,91.98086150715966,199
112,0,0,3,centralheft,71.85364498073716,199
113,0,0,3,centralheft,44.358468143379014,199
114,0,0,3,centralheft,51.194883899834565,199
115,0,0,3,centralheft,28.79906847576069,199
116,0,0,3,centralheft,45.51346514751589,199
117,0,0,3,centralheft,73.2272934210302,199
118,0,0,3,centralheft,90.7203610198257,199
119,0,0,3,centralheft,30.827000295116818,199
120,0,0,3,centralheft,47.89468620524542,199
121,0,0,3,centralheft,74.48930305354082,199
122,0,0,3,centralheft,51.71217252604163,199
123,0,0,3,centralheft,25.634360007571445,199
124,0,0,3,centralheft,43.18345295258814,199
125,0,0,3,centralheft,29.53451531983228,199
126,0,0,3,centralheft,42.21217252604163,199
127,0,0,3,centralheft,51.38653123480418,199
128,0,0,3,centralheft,31.473826546108455,199
129,0,0,3,centralheft,33.910320222483335,199
130,0,0,3,centralheft,66.37702294688603,199
131,0,0,3,centralheft,56.77441269260515,199
132,0,0,3,centralheft,35.082447616494164,199
133,0,0,3,centralheft,42.780893633128414,199
134,0,0,3,centralheft,28.330649138607328,199
135,0,0,3,centralheft,38.06635426633892,199
136,0,0,3,centralheft,24.059392420274207,199
137,0,0,3,centralheft,18.431845091230116,199
138,0,0,3,centralheft,38.5412642850543,199
139,0,0,3,centralheft,63.63844766935449,199
140,0,0,3,centralheft,71.35622718424253,199
141,0,0,3,centralheft,33.04158166314977,199
142,0,0,3,centralheft,41.23854469223869,199
143,0,0,3,centralheft,48.83815682595872,199
144,0,0,3,centralheft,29.73738941289872,199
145,0,0,3,centralheft,41.68685754525791,199
146,0,0,3,centralheft,32.07200880863587,199
147,0,0,3,centralheft,58.44225503733736,199
148,0,0,3,centralheft,48.394639249326985,199
149,0,0,3,centralheft,62.86516886310011,199
150,0,0,3,centralheft,28.00545559932891,199
151,0,0,3,centralheft,45.41544696822825,199
152,0,0,3,centralheft,73.46307392950075,199
153,0,0,3,centralheft,35.36171357630337,199
154,0,0,3,centralheft,42.21217252604163,199
155,0,0,3,centralheft,69.31035483627056,199
156,0,0,3,centralheft,48.67578344086911,199
157,0,0,3,centralheft,77.02004577716599,199
158,0,0,3,centralheft,21.511371862089504,199
159,0,0,3,centralheft,40.46106855105364,199
160,0,0,3,centralheft,49.17408064773099,199
161,0,0,3,centralheft,25.830698388337794,199
162,0,0,3,centralheft,25.332265758187305,199
163,0,0,3,centralheft,30.673391689572895,199
164,0,0,3,centralheft,43.52955404608076,199
165,0,0,3,centralheft,55.61217252604172,199
166,0,0,3,centralheft,33.68789046272974,199
167,0,0,3,centralheft,42.59440196623791,199
168,0,0,3,centralheft,18.431845091230116,199
169,0,0,3,centralheft,51.40623462897912,199
170,0,0,3,centralheft,24.49579625935985,199
171,0,0,3,centralheft,23.839974340363256,199
172,0,0,3,centralheft,30.52855820049217,199
173,0,0,3,centralheft,37.30466616697481,199
174,0,0,3,centralheft,42.21217252604174,199
175,0,0,3,centralheft,28.08689380234341,199
176,0,0,3,centralheft,18.43184509123023,199
177,0,0,3,centralheft,33.82893240035958,199
178,0,0,3,centralheft,22.654865418954387,199
179,0,0,3,centralheft,21.78179827077031,199
180,0,0,3,centralheft,27.812172526041763,199
181,0,0,3,centralheft,22.541039984162126,199
182,0,0,3,centralheft,18.43184509123023,199
183,0,0,3,centralheft,21.51220756892519,199
184,0,0,3,centralheft,38.08826741539781,199
185,0,0,3,centralheft,27.872008808635997,199
186,0,0,3,centralheft,55.6172129657416,199
187,0,0,3,centralheft,45.376635136796835,199
188,0,0,3,centralheft,61.84769879162275,199
189,0,0,3,centralheft,18.43184509123023,199
190,0,0,3,centralheft,19.58460731440357,199
191,0,0,3,centralheft,25.66119363394523,199
192,0,0,3,centralheft,44.39373076788695,199
193,0,0,3,centralheft,34.71951368753412,199
194,0,0,3,centralheft,51.71217252604174,199
195,0,0,3,centralheft,18.43184509123023,199
196,0,0,3,centralheft,18.942418366636048,199
197,0,0,3,centralheft,25.558099676133452,199
198,0,0,3,centralheft,32.71217252604174,199
199,0,0,3,centralheft,24.351659924787214,199
200,0,0,3,centralheft,20.32570099972463,199
201,0,0,3,centralheft,27.812172526041763,199
202,0,0,3,centralheft,24.480942192165912,199
203,0,0,3,centralheft,31.178761193117452,199
204,0,0,3,centralheft,20.273798841723647,199
205,0,0,3,centralheft,27.872008808635997,199
206,0,0,3,centralheft,35.545510068427916,199
207,0,0,3,centralheft,18.43184509123023,199
208,0,0,3,centralheft,27.48905699525983,199
209,0,0,3,centralheft,36.208002760375166,199
210,0,0,3,centralheft,20.75570376115104,199
211,0,0,3,centralheft,23.21217252604174,199
212,0,0,3,centralheft,40.80966720171898,199
213,0,0,3,centralheft,58.63194811964536,199
214,0,0,3,centralheft,18.43184509123023,199
215,0,0,3,centralheft,65.93167901603852,199
216,0,0,3,centralheft,45.810389133824174,199
217,0,0,3,centralheft,25.14787664359494,199
218,0,0,3,centralheft,18.956479329061608,199
219,0,0,3,centralheft,25.03930636288362,199
220,0,0,3,centralheft,32.71217252604174,199
221,0,0,3,centralheft,21.050335857531422,199
222,0,0,3,centralheft,19.153929217965356,199
223,0,0,3,centralheft,25.10442654776739,199
224,0,0,3,centralheft,21.503768881085534,199
225,0,0,3,centralheft,29.87448084807113,199
226,0,0,3,centralheft,20.286574597410322,199
227,0,0,3,centralheft,27.872008808635997,199
228,0,0,3,centralheft,43.141956521678935,199
229,0,0,3,centralheft,33.141332592541744,199
230,0,0,3,centralheft,23.11885095426203,199
231,0,0,3,centralheft,29.501234025098483,199
232,0,0,3,centralheft,38.27547508999862,199
