,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,400.0,0.0,10,centralheft,501.70983271723674,329.98524324484856
1,400.0,0.0,10,centralheft,626.3884558892478,586.4450481172328
2,400.0,0.0,10,centralheft,592.0265937217705,459.3072835420617
3,400.0,0.0,10,centralheft,567.030505264325,434.25426771735795
4,400.0,0.0,10,centralheft,545.3823870477186,437.32025344660974
5,400.0,0.0,10,centralheft,481.886650340022,395.0788921897242
6,400.0,0.0,10,centralheft,562.8913302914972,450.3729175491746
7,400.0,0.0,10,centralheft,568.1024957346441,436.97211623882924
8,400.0,0.0,10,centralheft,559.990129910884,457.65385171136745
9,400.0,0.0,10,centralheft,627.6451853603297,517.7631559963594
10,400.0,0.0,10,centralheft,632.9362447704389,469.83820959142946
11,400.0,0.0,10,centralheft,513.8456348247195,451.70942998347806
12,400.0,0.0,10,centralheft,633.7229463628726,485.5057419600609
13,400.0,0.0,10,centralheft,595.506547128262,530.3636295903976
14,400.0,0.0,10,centralheft,571.9472550290433,486.3141872157889
15,400.0,0.0,10,centralheft,508.8385342653955,323.1041668831932
16,400.0,0.0,10,centralheft,655.2000797061751,460.1099042033191
17,400.0,0.0,10,centralheft,508.22145658882414,392.0762142690633
18,400.0,0.0,10,centralheft,593.2184502622168,420.7749427114369
19,400.0,0.0,10,centralheft,558.991187712351,488.4344960411277
20,400.0,0.0,10,centralheft,535.6167814206775,409.07956372820985
21,400.0,0.0,10,centralheft,532.135303605758,387.1998992117134
22,400.0,0.0,10,centralheft,551.1531380634497,409.57664050626073
23,400.0,0.0,10,centralheft,542.6707266133373,473.5477935031604
24,400.0,0.0,10,centralheft,486.4906708550147,378.8347940228721
25,400.0,0.0,10,centralheft,581.530244551145,449.95222395538593
26,400.0,0.0,10,centralheft,518.5862882121736,405.51527342578777
27,400.0,0.0,10,centralheft,574.7113750047223,394.43636147467856
28,400.0,0.0,10,centralheft,552.0249662858799,480.8554573263611
29,400.0,0.0,10,centralheft,607.0454634223245,439.6267320193474
