,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,100.0,0.0,10,centralheft,205.33413812172185,202.1311520690752
1,100.0,0.0,10,centralheft,279.9653179549399,311.2121921488288
2,100.0,0.0,10,centralheft,239.04075358137325,262.4684445098156
3,100.0,0.0,10,centralheft,249.47628566902665,248.04893409400054
4,100.0,0.0,10,centralheft,257.4583654965638,290.1314283397413
5,100.0,0.0,10,centralheft,213.06794536949408,187.66643622862844
6,100.0,0.0,10,centralheft,238.27208586822118,229.2958923125876
7,100.0,0.0,10,centralheft,237.51435429636817,239.0197309599888
8,100.0,0.0,10,centralheft,240.64873763624394,250.30742127578426
9,100.0,0.0,10,centralheft,223.2976352036747,230.48499419653666
10,100.0,0.0,10,centralheft,284.2387078687922,251.975632994614
11,100.0,0.0,10,centralheft,221.64925089342904,237.65633510626654
12,100.0,0.0,10,centralheft,260.6276984610244,251.00414515438135
13,100.0,0.0,10,centralheft,230.05236224484227,230.3688261526721
14,100.0,0.0,10,centralheft,228.43788714632063,223.3302043154043
15,100.0,0.0,10,centralheft,216.3061020989946,224.69648851720368
16,100.0,0.0,10,centralheft,218.55807420142182,198.19744687142293
17,100.0,0.0,10,centralheft,210.13178925643413,229.56645684890583
18,100.0,0.0,10,centralheft,243.6801176586348,202.20727489641556
19,100.0,0.0,10,centralheft,214.07533486643732,225.79138605006264
20,100.0,0.0,10,centralheft,245.83026549497166,260.005598850052
21,100.0,0.0,10,centralheft,207.99819290089988,193.1782555312368
22,100.0,0.0,10,centralheft,254.1211422230648,251.1300474931891
23,100.0,0.0,10,centralheft,218.32437560375297,192.0798918547753
24,100.0,0.0,10,centralheft,213.98530320595887,181.13662710254943
25,100.0,0.0,10,centralheft,220.95579948446994,205.51902971936678
26,100.0,0.0,10,centralheft,223.0741039296047,207.75086932087012
27,100.0,0.0,10,centralheft,250.5244503771406,216.6525856960248
28,100.0,0.0,10,centralheft,219.09657670177614,195.2004994335858
29,100.0,0.0,10,centralheft,234.42549860430958,206.7314356773528
