,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,200.0,0.0,10,centralheft,285.65755837783206,230.8067836044383
1,200.0,0.0,10,centralheft,402.0007167640162,388.47071103144805
2,200.0,0.0,10,centralheft,398.6877079472639,389.9744024154693
3,200.0,0.0,10,centralheft,346.68238254908783,313.73878320599687
4,200.0,0.0,10,centralheft,321.2426346938906,325.76751788043566
5,200.0,0.0,10,centralheft,330.09831351953886,287.6779490192387
6,200.0,0.0,10,centralheft,350.695744601447,283.87898542463637
7,200.0,0.0,10,centralheft,352.1354159333723,326.77957848590773
8,200.0,0.0,10,centralheft,347.02777563799896,339.8724831586764
9,200.0,0.0,10,centralheft,361.0102846650145,344.9936299798082
10,200.0,0.0,10,centralheft,389.24443365595306,315.68882351895803
11,200.0,0.0,10,centralheft,303.2600158447631,281.24209111686343
12,200.0,0.0,10,centralheft,411.79733661025233,339.1861752647445
13,200.0,0.0,10,centralheft,374.5076789124642,350.99198978953626
14,200.0,0.0,10,centralheft,291.9770447363027,284.96830715266145
15,200.0,0.0,10,centralheft,333.29865805337994,276.0251251911379
16,200.0,0.0,10,centralheft,358.53582963572944,262.1173930254685
17,200.0,0.0,10,centralheft,303.2143146614185,242.13148216491223
18,200.0,0.0,10,centralheft,350.22545833056836,256.8006435504555
19,200.0,0.0,10,centralheft,353.08264946554107,327.8815675588995
20,200.0,0.0,10,centralheft,302.00234068669437,309.9182640871888
21,200.0,0.0,10,centralheft,293.27622168319164,242.16479373726432
22,200.0,0.0,10,centralheft,348.68829324677114,307.0168621057678
23,200.0,0.0,10,centralheft,361.98226483011456,327.7074362898344
24,200.0,0.0,10,centralheft,291.55715051185524,252.8671665303765
25,200.0,0.0,10,centralheft,377.7105753588025,346.7006620296647
26,200.0,0.0,10,centralheft,326.9497957293372,240.41008264766052
27,200.0,0.0,10,centralheft,339.80110192974524,267.3434650577582
28,200.0,0.0,10,centralheft,374.76873767248054,322.19221495259086
29,200.0,0.0,10,centralheft,362.85764507203453,279.13542386798076
