,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,0.0,20.0,10,centralheft,74.63192934360099,108.98750871427289
1,0.0,20.0,10,centralheft,70.53552972651774,79.90446432062033
2,0.0,20.0,10,centralheft,82.52422019584284,129.31560631647767
3,0.0,20.0,10,centralheft,81.33209162563834,121.38236236624229
4,0.0,20.0,10,centralheft,81.64932233071623,108.70602648773874
5,0.0,20.0,10,centralheft,68.95211709275029,68.22911077600261
6,0.0,20.0,10,centralheft,71.73156255793403,94.98488572402351
7,0.0,20.0,10,centralheft,74.18646929239196,107.9306182206594
8,0.0,20.0,10,centralheft,84.87531409737389,121.3587550224015
9,0.0,20.0,10,centralheft,112.15980342500562,186.60601268739424
10,0.0,20.0,10,centralheft,77.13236942956333,98.85351836471189
11,0.0,20.0,10,centralheft,81.84660496686158,99.20382293872972
12,0.0,20.0,10,centralheft,72.15997129505956,80.03975669125845
13,0.0,20.0,10,centralheft,81.59000820660312,107.26833806110172
14,0.0,20.0,10,centralheft,66.53224914596251,82.30242796362542
15,0.0,20.0,10,centralheft,83.62829382508228,114.8473032341297
16,0.0,20.0,10,centralheft,86.92735950699235,127.49580704371314
17,0.0,20.0,10,centralheft,79.63894064475188,133.51681458184615
18,0.0,20.0,10,centralheft,70.27740613632957,74.77892798962404
19,0.0,20.0,10,centralheft,84.88066394278553,98.13491195130541
20,0.0,20.0,10,centralheft,76.77370635303934,104.3965697567453
21,0.0,20.0,10,centralheft,71.55190001537939,89.85173804970559
22,0.0,20.0,10,centralheft,67.78723184569515,84.09200490850829
23,0.0,20.0,10,centralheft,70.56103685442123,69.7332523456995
24,0.0,20.0,10,centralheft,75.62440164460651,85.31306763900874
25,0.0,20.0,10,centralheft,70.17097996450951,91.23531867687478
26,0.0,20.0,10,centralheft,70.61510752080457,71.9278357038576
27,0.0,20.0,10,centralheft,82.44602651059746,122.78304211252491
28,0.0,20.0,10,centralheft,144.31540599227057,93.73004177653624
29,0.0,20.0,10,centralheft,73.35601455435044,89.48398349144013
