,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,0.0,400.0,10,centralheft,84.41029009544926,122.26223176547482
1,0.0,400.0,10,centralheft,86.89557019450127,116.52491576111427
2,0.0,400.0,10,centralheft,95.16379733139026,152.83882749991588
3,0.0,400.0,10,centralheft,94.48227279931356,141.4653815021995
4,0.0,400.0,10,centralheft,98.8882065494819,152.7218865053481
5,0.0,400.0,10,centralheft,90.54387650889755,122.42158549556419
6,0.0,400.0,10,centralheft,90.80570435196087,130.97708333042354
7,0.0,400.0,10,centralheft,89.6563874043582,131.21263045382793
8,0.0,400.0,10,centralheft,106.24556621183324,173.7085169779561
9,0.0,400.0,10,centralheft,90.20093290981079,111.3380056652931
10,0.0,400.0,10,centralheft,90.85344611249896,124.36393077647216
11,0.0,400.0,10,centralheft,91.03319075934401,138.04621334760577
12,0.0,400.0,10,centralheft,92.06308629859826,128.18364708925893
13,0.0,400.0,10,centralheft,93.49239329359646,139.78786161576406
14,0.0,400.0,10,centralheft,80.26645378122466,105.85579546678737
15,0.0,400.0,10,centralheft,86.32902507799187,113.60686145317628
16,0.0,400.0,10,centralheft,92.80823239867402,132.0661693101383
17,0.0,400.0,10,centralheft,99.38488265973263,161.25804409279561
18,0.0,400.0,10,centralheft,95.48828636870434,128.97613178638562
19,0.0,400.0,10,centralheft,92.33355769711177,133.78919602406606
20,0.0,400.0,10,centralheft,96.57627783532432,142.67824130376866
21,0.0,400.0,10,centralheft,89.64929438582712,118.75409192931335
22,0.0,400.0,10,centralheft,90.00009398112904,120.68867934825445
23,0.0,400.0,10,centralheft,83.43413628684172,100.81560061750422
24,0.0,400.0,10,centralheft,85.97345349071404,115.60729336194264
25,0.0,400.0,10,centralheft,92.48213085509792,126.44828802738675
26,0.0,400.0,10,centralheft,82.00468664245889,99.68380054448008
27,0.0,400.0,10,centralheft,89.30997950982805,133.34089687335813
28,0.0,400.0,10,centralheft,86.29658097005841,108.10706188446252
29,0.0,400.0,10,centralheft,89.70527030546305,124.06270834765512
