,load_info_staleness,placement_info_staleness,req_inter_arrival_delay,type,slowdown_mean,slowdown_std
0,0.0,0.0,10,centralheft,16.28577291285973,7.143909920441808
1,0.0,0.0,10,centralheft,17.564880296988836,7.934587492080344
2,0.0,0.0,10,centralheft,18.05368675955598,10.199610663028809
3,0.0,0.0,10,centralheft,16.640123369898784,7.971989226805418
4,0.0,0.0,10,centralheft,16.93309571843065,7.620326825012072
5,0.0,0.0,10,centralheft,17.570640164297497,8.605679110615526
6,0.0,0.0,10,centralheft,16.5743951948934,6.736374969996732
7,0.0,0.0,10,centralheft,16.839148944563266,7.432722432510589
8,0.0,0.0,10,centralheft,16.80758795041519,7.259396840848681
9,0.0,0.0,10,centralheft,16.163461761325415,6.711855121310491
10,0.0,0.0,10,centralheft,16.563035480892257,7.571141857622851
11,0.0,0.0,10,centralheft,16.424968003173046,6.712215346425922
12,0.0,0.0,10,centralheft,16.58719046355354,7.0748053176374714
13,0.0,0.0,10,centralheft,18.218988616919518,9.008933535003626
14,0.0,0.0,10,centralheft,16.407968273163426,7.145755224427439
15,0.0,0.0,10,centralheft,16.783814765975286,7.182176580478998
16,0.0,0.0,10,centralheft,18.586241203601695,9.806849816229061
17,0.0,0.0,10,centralheft,16.99413939237973,8.11888400980016
18,0.0,0.0,10,centralheft,17.3224255209395,8.562453464318208
19,0.0,0.0,10,centralheft,16.543293915924668,7.498644187951416
20,0.0,0.0,10,centralheft,17.25887968067226,8.551792349631837
21,0.0,0.0,10,centralheft,17.300922153152097,8.312731571406061
22,0.0,0.0,10,centralheft,16.680667772646423,6.947504432996628
23,0.0,0.0,10,centralheft,17.288286389496584,8.133582884246675
24,0.0,0.0,10,centralheft,15.656453344912785,6.37098016620227
25,0.0,0.0,10,centralheft,15.80084404240804,7.276166439265598
26,0.0,0.0,10,centralheft,16.869422792085413,8.254840778727926
27,0.0,0.0,10,centralheft,16.66521458660699,7.019091338057764
28,0.0,0.0,10,centralheft,17.097307779975935,8.196911863934625
29,0.0,0.0,10,centralheft,17.26411899123106,7.637553749153794
30,0.0,0.0,10,centralheft,16.51110256191566,7.692802360513521
31,0.0,0.0,10,centralheft,15.145248143610951,6.849487108097176
32,0.0,0.0,10,centralheft,17.42953301353726,9.057536430060635
33,0.0,0.0,10,centralheft,16.902643065878408,7.995919836490773
34,0.0,0.0,10,centralheft,16.318333018802175,9.370442748594689
35,0.0,0.0,10,centralheft,16.482301595541518,7.508237465963275
36,0.0,0.0,10,centralheft,16.109191286945553,7.501634012494974
37,0.0,0.0,10,centralheft,17.011457218615348,7.487120133424714
38,0.0,0.0,10,centralheft,16.58134246530107,7.818135797371476
39,0.0,0.0,10,centralheft,16.245155170444132,7.245779388170488
40,0.0,0.0,10,centralheft,17.308414756392988,9.400015010167614
41,0.0,0.0,10,centralheft,16.32441550225802,7.47831007843643
42,0.0,0.0,10,centralheft,16.731024366491475,7.6797665704983995
43,0.0,0.0,10,centralheft,16.670095064351603,8.455368434541919
44,0.0,0.0,10,centralheft,17.068759621176007,8.713383036613244
45,0.0,0.0,10,centralheft,15.908223623583583,7.504456752869636
46,0.0,0.0,10,centralheft,17.578806105081622,8.388486389831765
47,0.0,0.0,10,centralheft,16.381641153162683,7.010675740171932
48,0.0,0.0,10,centralheft,15.95807415852043,7.103133252718432
49,0.0,0.0,10,centralheft,17.592914420289155,8.342978793577467
