,workflow_type,task_id,time_to_buffer,dependency_wait_time,time_spent_in_queue,model_fetching_time,execution_time
0,2.0,0.0,0.4808353392209028,0.0,428.1856302798624,0.0,283.0
1,2.0,1.0,711.6739877328055,0.0,2140.562294504255,0.0,26.0
2,2.0,2.0,711.6664656190833,0.0,5198.83312957553,0.0,76.0
3,2.0,3.0,2878.2362822370605,3109.093630015889,2461.5063699841103,0.0,0.2000000000007276
4,3.0,0.0,0.4808353392209028,0.0,0.0,0.0,0.599999999999909
5,3.0,1.0,1.9111523975575437,0.0,696.4207525332886,0.0,178.0
6,3.0,2.0,1.0808353392208119,0.0,0.0,383.43460267228375,147.0
7,3.0,3.0,531.5154380115046,345.6467839776783,303.9230326402985,0.0,104.0
8,3.0,0.0,0.4808353392209028,0.0,1100.9744335325745,0.0,0.599999999999909
9,3.0,1.0,1102.0552688717953,0.0,1560.6331295755303,176.9698166179769,178.0
10,3.0,2.0,1102.885585930132,0.0,1988.9101877029984,0.0,147.0
11,3.0,3.0,3018.4885321236393,220.30724150949118,986.0,0.0,104.0
12,0.0,0.0,0.0043814697264679126,0.0,1017.9596011220365,0.0,561.0
13,0.0,1.0,1578.966648336398,0.0,2396.035982089522,0.0,441.0
14,0.0,2.0,1578.966648336398,0.0,6515.499295047075,0.0,778.0
15,0.0,3.0,1578.963982591763,0.0,1802.63312957553,0.0,803.0
16,0.0,4.0,4184.597112167293,4687.871496960816,964.1285030391846,0.0,1.0
17,3.0,0.0,0.4808353392209028,0.0,297.82611796307583,0.0,0.599999999999909
18,3.0,1.0,298.90695330229664,0.0,147.0,176.9698166179769,178.0
19,3.0,2.0,299.7372703606334,0.0,355.8814731017328,0.0,147.0
20,3.0,3.0,800.8767699202735,2.572290600429369,248.42770939957063,0.0,104.0
21,1.0,0.0,0.0043814697264679126,0.0,338.26262903291035,0.0,560.0
22,1.0,1.0,898.2670105026368,0.0,587.0,0.0,27.0
23,3.0,0.0,0.4808353392209028,0.0,0.0,0.0,0.599999999999909
24,3.0,1.0,1.9111523975575437,0.0,129.1630242469746,0.0,178.0
25,3.0,2.0,1.9111523975575437,0.0,106.38349117841699,0.0,147.0
26,3.0,3.0,256.12496063431126,52.94921601022088,430.0,0.0,104.0
27,0.0,0.0,0.0043814697264679126,0.0,0.0,562.3707505860161,561.0
28,0.0,1.0,1123.3777978003777,0.0,1933.6976466944707,78.65325183021196,441.0
29,0.0,2.0,1123.3777978003777,0.0,373.7917910587421,196.6331295755299,778.0
30,0.0,3.0,1123.3751320557426,0.0,1122.0,196.6331295755299,803.0
31,0.0,4.0,2471.805384179285,1104.9259778904106,965.930151391789,0.0,1.0
32,1.0,0.0,0.0043814697264679126,0.0,360.5884370578515,0.0,560.0
33,1.0,1.0,920.592818527578,0.0,587.0,0.0,27.0
34,1.0,0.0,0.0043814697264679126,0.0,627.9332361578795,0.0,560.0
35,1.0,1.0,1187.937617627606,0.0,587.0,0.0,27.0
36,2.0,0.0,0.4808353392209028,0.0,191.62348888771157,0.0,283.0
37,2.0,1.0,475.11184634065467,0.0,256.01743838364064,210.39744864581735,26.0
38,2.0,2.0,475.1043242269325,0.0,356.5999999999999,0.0,76.0
39,2.0,3.0,908.5346412852691,58.992092084843534,76.0,0.0,0.1999999999998181
40,2.0,0.0,0.4808353392209028,0.0,63.171405145053996,0.0,283.0
41,2.0,1.0,346.6597625979971,0.0,1242.5053664652887,377.53560878501776,26.0
42,2.0,2.0,346.6522404842749,0.0,0.599999999999909,0.0,76.0
43,2.0,3.0,424.08255754261154,1568.618180305692,1905.0878545024952,0.0,0.1999999999998181
44,3.0,0.0,0.4808353392209028,0.0,279.30094782452625,0.0,0.599999999999909
45,3.0,1.0,281.2121002220838,0.0,392.34513469454987,0.0,178.0
46,3.0,2.0,281.2121002220838,0.0,286.60316115245723,0.0,147.0
47,3.0,3.0,715.6455784328778,135.9116564837559,76.0,0.0,104.0
48,2.0,0.0,0.4808353392209028,0.0,134.1837984429917,0.0,283.0
49,2.0,1.0,417.6721558959348,0.0,960.8636452781334,0.0,26.0
50,2.0,2.0,417.6646337822126,0.0,429.0,0.0,76.0
51,2.0,3.0,923.4949508405493,481.04085033351885,157.19999999999936,0.0,0.1999999999998181
52,0.0,0.0,0.0043814697264679126,0.0,986.986167155268,0.0,561.0
53,0.0,1.0,1547.9932143696296,0.0,3024.298276470602,0.0,441.0
54,0.0,2.0,1547.9905486249945,0.0,1397.63312957553,0.0,778.0
55,0.0,3.0,1547.9932143696296,0.0,3875.7601435799834,0.0,803.0000000000009
56,0.0,4.0,3723.6236782005244,2503.1323454937256,244.86765450627354,0.0,1.0
57,2.0,0.0,0.4808353392209028,0.0,54.14888325646507,0.0,283.0
58,2.0,1.0,337.63724070940816,0.0,222.96993897891343,772.768199231833,26.0
59,2.0,2.0,337.629718595686,0.0,0.1999999999998181,0.0,76.0
60,2.0,3.0,414.6600356540225,944.7153432661321,182.99999999999955,0.0,0.1999999999998181
61,3.0,0.0,0.4808353392209028,0.0,0.0,0.0,0.599999999999909
62,3.0,1.0,1.0808353392208119,0.0,0.0,176.9698166179769,178.0
63,3.0,2.0,1.9111523975575437,0.0,21.06102315946191,0.0,147.0
64,3.0,3.0,170.8024926153562,185.24815934184153,1526.9063593710334,0.0,104.0
65,0.0,0.0,0.0043814697264679126,0.0,327.51899964037057,562.3707505860157,561.0
66,0.0,1.0,1450.8967974407478,0.0,2603.787744927593,0.0,441.0
67,0.0,2.0,1450.8941316961127,0.0,1068.5356087850178,462.08785450249525,778.0
68,0.0,3.0,1450.8967974407478,0.0,1513.1778447251472,0.0,803.0
69,0.0,4.0,3759.5175949836257,736.1696131293502,3103.883638700865,0.0,1.0
70,0.0,0.0,0.0043814697264679126,0.0,323.34172496057363,562.3707505860161,561.0
71,0.0,1.0,1446.7195227609513,0.0,2621.8488237918627,0.0,441.0
72,0.0,2.0,1446.7168570163162,0.0,708.0,196.6331295755299,778.0
73,0.0,3.0,1446.7195227609513,0.0,3111.310690901244,0.0,803.0
74,0.0,4.0,3129.349986591846,2231.6828928149844,1656.4049616875109,0.0,1.0
75,1.0,0.0,0.0043814697264679126,0.0,471.8406234805252,0.0,560.0
76,1.0,1.0,1031.8450049502517,0.0,587.0,0.0,27.0
77,1.0,0.0,0.0043814697264679126,0.0,578.957077294579,0.0,560.0
78,1.0,1.0,1138.9614587643055,0.0,587.0,0.0,27.0
79,3.0,0.0,0.4808353392209028,0.0,227.39713898907985,0.0,0.599999999999909
80,3.0,1.0,228.47797432830066,0.0,432.0,0.0,178.0
81,3.0,2.0,229.3082913866374,0.0,246.59056212335508,0.0,147.0
82,3.0,3.0,622.8988535099925,216.40943787664492,1010.9613127093712,0.0,104.0
83,0.0,0.0,0.0043814697264679126,0.0,802.314974540378,0.0,561.0
84,0.0,1.0,1363.3220217547396,0.0,2107.624920634272,78.65325183021196,441.0
85,0.0,2.0,1363.3193560101045,0.0,1560.63312957553,0.0,778.0
86,0.0,3.0,1363.3220217547396,0.0,2313.740039573865,0.0,803.0
87,0.0,4.0,3701.9524855856343,778.1122414876054,438.9315158807549,0.0,1.0
88,3.0,0.0,0.4808353392209028,0.0,105.39007715137723,0.0,0.599999999999909
89,3.0,1.0,107.30122954893477,0.0,223.74880375997145,0.0,178.0
90,3.0,2.0,106.47091249059804,0.0,147.0,0.0,147.0
91,3.0,3.0,401.30122954893477,107.74880375997145,358.0,0.0,104.0
92,2.0,0.0,0.4808353392209028,0.0,55.81354265576101,0.0,283.0
93,2.0,1.0,339.3019001087041,0.0,337.1376284199482,0.0,26.0
94,2.0,2.0,339.2943779949819,0.0,236.39744864581735,0.0,76.0
95,2.0,3.0,652.522143699136,49.91738482951632,1411.63312957553,0.0,0.1999999999998181
96,1.0,0.0,0.0043814697264679126,0.0,531.7182607693617,0.0,560.0
97,1.0,1.0,1091.7226422390881,0.0,27.0,0.0,27.0
98,3.0,0.0,0.4808353392209028,0.0,0.0,0.0,0.599999999999909
99,3.0,1.0,1.9111523975575437,0.0,69.427926952711,0.0,178.0
100,3.0,2.0,1.9111523975575437,0.0,22.84880613440282,0.0,147.0
101,3.0,3.0,172.5902755902971,76.74880375997145,432.0,0.0,104.0
102,1.0,0.0,0.0043814697264679126,0.0,352.1429647566856,0.0,560.0
103,1.0,1.0,912.1500119710472,0.0,293.76727630417054,0.0,27.0
104,2.0,0.0,0.2404176696104514,0.0,37.28792719735657,0.0,283.0
105,2.0,1.0,320.5358669806892,0.0,281.63666959967486,0.0,26.0
106,2.0,2.0,320.528344866967,0.0,283.5999999999999,0.0,76.0
107,2.0,3.0,628.1772976372254,51.95104722974156,359.0,0.0,0.1999999999998181
108,3.0,0.0,0.4808353392209028,0.0,278.3376203559719,0.0,0.599999999999909
