,workflow_type,task_id,time_to_buffer,dependency_wait_time,time_spent_in_queue,model_fetching_time,execution_time
0,2.0,0.0,0.4808353392204481,0.0,308.7727446648271,167.1381601392004,283.0
1,2.0,1.0,759.391740143248,0.0,1123.3707505860161,210.39744864581735,26.0
2,2.0,2.0,759.3992622569701,0.0,2131.839381978028,0.0,76.0
3,2.0,3.0,2119.164700431942,848.073943803056,6143.600000000001,0.0,0.2000000000007276
4,0.0,0.0,0.0043814697264679126,0.0,1072.9526943811425,562.3707505860157,561.0
5,0.0,1.0,2196.3304921815197,0.0,5613.90141299476,0.0,441.0
6,0.0,2.0,2196.3304921815197,0.0,6554.964375916027,0.0,778.0
7,0.0,3.0,2196.3278264368846,0.0,974.3672652637943,759.0038801615465,803.0
8,0.0,4.0,4732.698971862225,4796.598561979958,46.33543658803319,0.0,1.0
9,0.0,0.0,0.0043814697264679126,0.0,0.0,562.3707505860157,561.0
10,0.0,1.0,1123.3777978003773,0.0,3461.4649347562927,0.0,441.0
11,0.0,2.0,1123.3777978003773,0.0,4403.127897677561,0.0,778.0
12,0.0,3.0,1123.3751320557421,0.0,561.5999999999999,196.6331295755299,802.9999999999995
13,0.0,4.0,2684.6082616312715,3619.900099591303,1446.5345030809804,0.0,1.0
14,3.0,0.0,0.4808353392209028,0.0,161.71975387898374,0.0,0.599999999999909
15,3.0,1.0,162.80058921820455,0.0,178.0,0.0,178.0
16,3.0,2.0,163.63090627654128,0.0,697.0123107332302,383.43460267228375,147.0
17,3.0,3.0,519.6309062765413,871.4469134055139,1299.3672652637943,0.0,104.0
18,2.0,0.0,0.4808353392209028,0.0,217.67098698747213,0.0,283.0
19,2.0,1.0,501.1593444404152,0.0,1086.0899510259628,0.0,26.0
20,2.0,2.0,501.1593444404152,0.0,1112.0899510259628,0.0,76.0
21,2.0,3.0,1613.249295466378,76.0,5273.03312957553,0.0,0.2000000000007276
22,3.0,0.0,0.4808353392209028,0.0,1061.8770852108523,0.0,0.599999999999909
23,3.0,1.0,1063.7882376084099,0.0,697.5055465323653,0.0,178.0
24,3.0,2.0,1062.9579205500731,0.0,1560.6331295755294,383.4346026722833,147.0
25,3.0,3.0,1940.124101199112,1213.901551598774,803.0,0.0,104.0
26,0.0,0.0,0.0043814697264679126,0.0,0.0,562.3707505860157,561.0
27,0.0,1.0,1123.3777978003773,0.0,4587.215540059734,0.0,440.9999999999991
28,0.0,2.0,1123.3777978003773,0.0,5865.878502981002,0.0,778.0
29,0.0,3.0,1123.3751320557421,0.0,561.5999999999999,196.6331295755299,802.9999999999995
30,0.0,4.0,2684.6082616312715,5082.650704894744,775.8540417746353,0.0,1.0
31,3.0,0.0,0.4808353392209028,0.0,1118.6897688497938,0.0,0.599999999999909
32,3.0,1.0,1120.6009212473514,0.0,782.2561518358066,0.0,178.0
33,3.0,2.0,1119.7706041890146,0.0,1560.6331295755294,383.4346026722833,147.0
34,3.0,3.0,2081.6873901414947,1129.1509462953327,803.0,0.0,104.0
35,3.0,0.0,0.4808353392209028,0.0,0.0,0.0,0.599999999999909
36,3.0,1.0,1.9111523975575437,0.0,86.67065971415423,0.0,178.0
37,3.0,2.0,1.0808353392208119,0.0,0.0,383.43460267228375,147.0
38,3.0,3.0,267.4121291700485,264.10330884145606,0.599999999999909,0.0,104.0
39,3.0,0.0,0.4808353392209028,0.0,511.3329778799589,0.0,0.599999999999909
40,3.0,1.0,513.2441302775164,0.0,1318.4949732243763,739.340567203993,178.0
41,3.0,2.0,513.2441302775164,0.0,486.8666435070186,0.0,147.0
42,3.0,3.0,1147.110773784535,1602.7992139796875,626.2007860203121,0.0,104.0
43,0.0,0.0,0.0043814697264679126,0.0,1646.5022933564715,0.0,561.0
44,0.0,1.0,2207.509340570833,0.0,7160.249369907398,0.0,441.0
45,0.0,2.0,2207.509340570833,0.0,5882.186406986131,0.0,778.0
46,0.0,3.0,2207.506674826198,0.0,1799.401328807363,0.0,803.0
47,0.0,4.0,4809.908003633561,4998.853372589307,0.0,0.0,1.0
48,1.0,0.0,0.0043814697264679126,0.0,1198.3090453128225,0.0,560.0
49,1.0,1.0,1758.313426782549,0.0,2234.049477929209,0.0,27.0
50,0.0,0.0,0.0043814697264679126,0.0,432.24003143676055,562.3707505860161,561.0
51,0.0,1.0,1555.6178292371383,0.0,6509.1364506823675,0.0,441.0
52,0.0,2.0,1555.6178292371383,0.0,5231.0734877611,0.0,778.0
53,0.0,3.0,1555.6151634925031,0.0,1080.3974486458173,196.6331295755299,803.0
54,0.0,4.0,3635.6457417138504,4870.111203950291,1188.951277976761,0.0,1.0
55,0.0,0.0,0.0043814697264679126,0.0,0.0,562.3707505860161,561.0
56,0.0,1.0,1123.3777978003777,0.0,6472.406461752886,0.0,441.0
57,0.0,2.0,1123.3777978003777,0.0,4856.743498831616,0.0,778.0
58,0.0,3.0,1123.3751320557426,0.0,561.5999999999999,196.63312957553035,803.0
